regime,sigma.sq
soft,0.000317424
soft,0.000357093
soft,0.000328848
soft,0.000377686
soft,0.000348462
soft,0.000385077
soft,0.000376608
soft,0.000376612
soft,0.000354524
soft,0.000324749
soft,0.000419009
soft,0.000358616
soft,0.000365203
soft,0.000338395
soft,0.000330725
soft,0.000351796
soft,0.000320582
soft,0.000356028
soft,0.000322113
soft,0.000381058
soft,0.000371246
soft,0.000352405
soft,0.000373439
soft,0.000326333
soft,0.000380913
soft,0.000328753
soft,0.00037161
soft,0.000419286
soft,0.000333635
soft,0.00037785
soft,0.000360635
soft,0.000386382
soft,0.000326495
soft,0.000375473
soft,0.000367938
soft,0.000363402
soft,0.000365386
soft,0.000322716
soft,0.000320662
soft,0.000321768
soft,0.000360911
soft,0.000351892
soft,0.000359122
soft,0.000359815
soft,0.000334763
soft,0.000362274
soft,0.000321726
soft,0.000322586
soft,0.000362407
soft,0.000383996
soft,0.000376793
soft,0.000361966
soft,0.000365199
soft,0.000370722
soft,0.000365054
soft,0.00032618
soft,0.000410003
soft,0.000377212
soft,0.000360734
soft,0.000325119
soft,0.00032277
soft,0.000385628
soft,0.000323246
soft,0.000332263
soft,0.000374583
soft,0.000367882
soft,0.000331439
soft,0.000380675
soft,0.000341718
soft,0.000375615
soft,0.000356399
soft,0.000325276
soft,0.00032372
soft,0.000329966
soft,0.000399259
soft,0.000384101
soft,0.000317285
soft,0.000334106
soft,0.000390561
soft,0.000406461
soft,0.000419817
soft,0.000320096
soft,0.000324617
soft,0.000346651
soft,0.000375869
soft,0.000325378
soft,0.000363063
soft,0.000321369
soft,0.000346669
soft,0.000366838
soft,0.000372285
soft,0.00038452
soft,0.000365439
soft,0.000318595
soft,0.000320675
soft,0.000326224
soft,0.00036871
soft,0.000356132
soft,0.000354543
soft,0.000321364
soft,0.000341738
soft,0.000372827
soft,0.000369174
soft,0.000406187
soft,0.000370234
soft,0.00036093
soft,0.000324773
soft,0.000348167
soft,0.000364819
soft,0.000366464
soft,0.000367183
soft,0.000361212
soft,0.000410197
soft,0.00035848
soft,0.000344999
soft,0.000317109
soft,0.000358373
soft,0.000326337
soft,0.000365131
soft,0.000324463
soft,0.000364284
soft,0.000318991
soft,0.000348656
soft,0.000364213
soft,0.00032266
soft,0.000369492
soft,0.000324061
soft,0.00032401
soft,0.000343391
soft,0.000320617
soft,0.000366663
soft,0.000419221
soft,0.000339251
soft,0.000318647
soft,0.000328571
soft,0.000350582
soft,0.000365176
soft,0.000385277
soft,0.000378134
soft,0.000436212
soft,0.00031967
soft,0.000381717
soft,0.000332877
soft,0.000323697
soft,0.000320962
soft,0.000353169
soft,0.000376286
soft,0.000325327
soft,0.000378085
soft,0.000323039
soft,0.000323885
soft,0.000318066
soft,0.000359444
soft,0.000371245
soft,0.000353674
soft,0.000320074
soft,0.000370121
soft,0.000381036
soft,0.000320215
soft,0.000359029
soft,0.000319691
soft,0.000321684
soft,0.000325861
soft,0.000322244
soft,0.000361428
soft,0.0003822
soft,0.000320179
soft,0.000386048
soft,0.000444841
soft,0.000383339
soft,0.000324802
soft,0.000321542
soft,0.000318953
soft,0.000412982
soft,0.000362511
soft,0.000363544
soft,0.000360231
soft,0.000361615
soft,0.000363661
soft,0.000359005
soft,0.000383176
soft,0.000371145
soft,0.000359183
soft,0.000362841
soft,0.00033854
soft,0.000412508
soft,0.000377352
soft,0.000321566
soft,0.000389244
soft,0.000339062
soft,0.000365579
soft,0.000322124
soft,0.000302056
soft,0.000370683
soft,0.000378735
soft,0.000362053
soft,0.000335186
soft,0.000420728
soft,0.000320091
soft,0.000365976
soft,0.000346197
soft,0.000329611
soft,0.000380301
soft,0.00035794
soft,0.00034171
soft,0.000320842
soft,0.00032499
soft,0.000374639
soft,0.000337173
soft,0.000355713
soft,0.000372326
soft,0.000389353
soft,0.000352069
soft,0.000371288
soft,0.000318252
soft,0.000369314
soft,0.000359885
soft,0.000322047
soft,0.000374739
soft,0.000389865
soft,0.000362329
soft,0.000327697
soft,0.000390132
soft,0.000382371
