regime,theta,se
soft,0.037555782,0.008664628
soft,0.037554508,0.008665356
soft,0.037554508,0.008665356
soft,0.037558102,0.008663953
soft,0.037565269,0.008657197
soft,0.037569534,0.008654291
soft,0.037565092,0.008657467
soft,0.037555056,0.00866613
soft,0.037556762,0.008662749
soft,0.037556762,0.008662749
soft,0.037562442,0.00865993
soft,0.037595067,0.008618826
soft,0.03755403,0.008667923
soft,0.037621878,0.008314615
soft,0.037553707,0.008668424
soft,0.037527362,0.008690232
soft,0.037559258,0.008661655
soft,0.037545457,0.008674491
soft,0.037557576,0.008663021
soft,0.037562442,0.00865993
soft,0.037546511,0.008673602
soft,0.037605764,0.008610275
soft,0.037566184,0.008656517
soft,0.037557729,0.008661993
soft,0.037559258,0.008661655
soft,0.037545096,0.008675173
soft,0.037564222,0.008658049
soft,0.037569649,0.008654561
soft,0.037565296,0.008656283
soft,0.037562442,0.00865993
soft,0.03755619,0.008665622
soft,0.037569534,0.008654291
soft,0.037558269,0.008662941
soft,0.037546511,0.008673602
soft,0.03755403,0.008667923
soft,0.037545089,0.008673276
soft,0.037569649,0.008654561
soft,0.037545096,0.008675173
soft,0.037569466,0.008654549
soft,0.037563698,0.008657624
soft,0.037554266,0.008665704
soft,0.037562538,0.00866102
soft,0.037565085,0.008656535
soft,0.037564165,0.008659271
soft,0.037555291,0.008666885
soft,0.03756968,0.008653007
soft,0.037563759,0.008658672
soft,0.03755723,0.008662797
soft,0.03755501,0.008666021
soft,0.037554266,0.008665704
soft,0.03758471,0.008634341
soft,0.037557924,0.008663313
soft,0.037556424,0.008663618
soft,0.037565269,0.008657197
soft,0.037558864,0.00866236
soft,0.037562442,0.00865993
soft,0.037562042,0.008661208
soft,0.037563754,0.008658567
soft,0.038297806,0.008786545
soft,0.037563759,0.008658672
soft,0.037568753,0.00865604
soft,0.037556424,0.008663618
soft,0.037553898,0.008666995
soft,0.037555782,0.008664628
soft,0.037562042,0.008661208
soft,0.037569649,0.008654561
soft,0.037555191,0.008664868
soft,0.037548312,0.008668949
soft,0.037562442,0.00865993
soft,0.037562687,0.008659626
soft,0.037563754,0.008658567
soft,0.037563754,0.008658567
soft,0.037547041,0.008670875
soft,0.037557823,0.008661194
soft,0.037563698,0.008657624
soft,0.037545469,0.0086735
soft,0.037568062,0.008655759
soft,0.037554974,0.008666947
soft,0.037563754,0.008658567
soft,0.03755723,0.008662797
soft,0.037555857,0.008665307
soft,0.037566663,0.008655805
soft,0.037568062,0.008655759
soft,0.037562442,0.00865993
soft,0.037565269,0.008657197
soft,0.037557729,0.008661993
soft,0.037548312,0.008668949
soft,0.037551543,0.008666131
soft,0.037564236,0.0086586
soft,0.037562085,0.008661131
soft,0.037568358,0.008655797
soft,0.037562687,0.008659626
soft,0.037546723,0.00867403
soft,0.037568208,0.008656176
soft,0.037556762,0.008662749
soft,0.037569571,0.008653727
soft,0.037563931,0.008658753
soft,0.037546511,0.008673602
soft,0.037562085,0.008661131
soft,0.037554508,0.008665356
soft,0.037557729,0.008661993
soft,0.037562042,0.008661208
soft,0.03752832,0.008688125
soft,0.037546511,0.008673602
soft,0.03756293,0.008660185
soft,0.037557924,0.008663313
soft,0.037562442,0.00865993
soft,0.037564165,0.008659271
soft,0.037563754,0.008658567
soft,0.037570855,0.00865289
soft,0.037569552,0.008653987
soft,0.037546583,0.008672126
soft,0.037556762,0.008662749
soft,0.037548312,0.008668949
soft,0.037547274,0.008671263
soft,0.037545096,0.008675173
soft,0.037555857,0.008665307
soft,0.037562042,0.008661208
soft,0.037564236,0.0086586
soft,0.03752832,0.008688125
soft,0.037555857,0.008665307
soft,0.037543712,0.008675542
soft,0.037565269,0.008657197
soft,0.037554089,0.008667235
soft,0.037558898,0.008661357
soft,0.037569534,0.008654291
soft,0.037562042,0.008661208
soft,0.037556762,0.008662749
soft,0.037557823,0.008661194
soft,0.03755403,0.008667923
soft,0.037555822,0.008664917
soft,0.03756406,0.008658625
soft,0.037545674,0.008672081
soft,0.037568208,0.008656176
soft,0.037555822,0.008664917
soft,0.037563759,0.008658672
soft,0.037555255,0.008665088
soft,0.037527362,0.008690232
soft,0.037565296,0.008656283
soft,0.037528069,0.00868991
soft,0.03756472,0.008658167
soft,0.037564236,0.0086586
soft,0.037548412,0.008670481
soft,0.037567941,0.008656249
soft,0.037559258,0.008661655
soft,0.037605056,0.008622085
soft,0.037565182,0.008656326
soft,0.037555129,0.008667494
soft,0.037563588,0.008658755
soft,0.03755723,0.008662797
soft,0.037565637,0.008655637
soft,0.037559258,0.008661655
soft,0.037563759,0.008658672
soft,0.037557684,0.008664335
soft,0.03755403,0.008667923
soft,0.03755723,0.008662797
