regime,sigma.sq
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001413583
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001366392
hard,0.001455562
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001413833
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001638869
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.00090784
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001063941
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001456155
hard,0.001370118
hard,0.001360903
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001454939
hard,0.001370118
hard,0.001370118
hard,0.001434836
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001413833
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001367306
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
hard,0.001370118
