regime,theta,se
soft,-0.312694375,0.014790905
soft,-0.313276058,0.019821329
soft,-0.312717747,0.01481231
soft,-0.313675231,0.017354709
soft,-0.31266454,0.014522581
soft,-0.313728112,0.014836474
soft,-0.308825694,0.014866509
soft,-0.31365331,0.01485412
soft,-0.309508728,0.014075219
soft,-0.314200221,0.015114817
soft,-0.315683679,0.015741916
soft,-0.308199555,0.015068639
soft,-0.309055076,0.013954127
soft,-0.310436586,0.014833526
soft,-0.315000946,0.015014123
soft,-0.306383323,0.014108077
soft,-0.312865916,0.014574972
soft,-0.309620993,0.01466199
soft,-0.306929583,0.014918132
soft,-0.31343305,0.015175996
soft,-0.312637933,0.014692664
soft,-0.310122677,0.014505087
soft,-0.311304413,0.014707482
soft,-0.313743852,0.01480664
soft,-0.30753738,0.014828917
soft,-0.305871729,0.014927883
soft,-0.309830209,0.014030499
soft,-0.308533659,0.013908798
soft,-0.310257577,0.01482805
soft,-0.312659033,0.014839137
soft,-0.31277004,0.015279231
soft,-0.310358995,0.014637793
soft,-0.309018311,0.013791447
soft,-0.318263599,0.014792977
soft,-0.312600786,0.014736999
soft,-0.314371352,0.015142885
soft,-0.31265882,0.014872297
soft,-0.312927045,0.01450727
soft,-0.311666612,0.014790448
soft,-0.308390257,0.014644236
soft,-0.312128837,0.015418401
soft,-0.311192361,0.014645995
soft,-0.308652879,0.013917203
soft,-0.309069124,0.014890266
soft,-0.308872171,0.014953306
soft,-0.310645592,0.014640993
soft,-0.314341201,0.014866053
soft,-0.305918491,0.013833455
soft,-0.307483719,0.015095424
soft,-0.311652281,0.014484083
soft,-0.313971184,0.014737399
soft,-0.313487447,0.014984684
soft,-0.318651573,0.018350084
soft,-0.312576613,0.014464725
soft,-0.310723689,0.014670146
soft,-0.312427781,0.014695865
soft,-0.310462688,0.014617701
soft,-0.310888358,0.014406777
soft,-0.307794679,0.015053923
soft,-0.310087499,0.013949333
soft,-0.312433889,0.014559193
soft,-0.30648233,0.015301972
soft,-0.314575016,0.015091652
soft,-0.313320829,0.014756155
soft,-0.317412925,0.015273152
soft,-0.306689946,0.014020824
soft,-0.311097586,0.014798977
soft,-0.312788242,0.014877774
soft,-0.311786498,0.014727861
soft,-0.305904782,0.013901497
soft,-0.30522247,0.015300375
soft,-0.304245813,0.01550252
soft,-0.314027015,0.015181185
soft,-0.314181714,0.014970413
soft,-0.310383226,0.013955855
soft,-0.31100892,0.014498982
soft,-0.313889306,0.01478285
soft,-0.313781969,0.014742554
soft,-0.313648263,0.014973196
soft,-0.309712026,0.014137786
soft,-0.3097966,0.014025504
soft,-0.31216715,0.014995099
soft,-0.311684201,0.014377073
soft,-0.310007189,0.014900313
soft,-0.31295554,0.014623536
soft,-0.313807338,0.014767654
soft,-0.313702121,0.014887916
soft,-0.309784217,0.014061244
soft,-0.308633828,0.014548247
soft,-0.308508924,0.014837523
soft,-0.312041205,0.014685515
soft,-0.312226868,0.014572053
soft,-0.307471246,0.014918187
soft,-0.313455585,0.014668942
soft,-0.305321369,0.014958478
soft,-0.311311788,0.015005694
soft,-0.307939912,0.014269919
soft,-0.313415704,0.015048494
soft,-0.308681448,0.014134856
soft,-0.308534785,0.014253439
soft,-0.309371245,0.014706355
soft,-0.312909924,0.014748572
soft,-0.30855505,0.014714302
soft,-0.306549638,0.014480677
soft,-0.307670177,0.014853149
soft,-0.308968048,0.013973995
soft,-0.312869271,0.014402636
soft,-0.308055656,0.015204519
soft,-0.314198038,0.015042211
soft,-0.307139173,0.014767491
soft,-0.313504691,0.014675153
soft,-0.309825487,0.014615397
soft,-0.312020227,0.014473505
soft,-0.310407135,0.014151379
soft,-0.30515192,0.014113495
soft,-0.314023239,0.015200067
soft,-0.311567878,0.014897746
soft,-0.313743077,0.0148597
soft,-0.313331827,0.014690261
soft,-0.30934244,0.013840091
soft,-0.312392306,0.014419531
soft,-0.307852873,0.015029585
soft,-0.305516791,0.015018274
soft,-0.312482055,0.014365709
soft,-0.313287509,0.014691392
soft,-0.312965298,0.014860224
soft,-0.308744545,0.014759849
soft,-0.313882394,0.014915702
soft,-0.306279525,0.013980304
soft,-0.309291897,0.014851042
soft,-0.308338924,0.018933049
soft,-0.312627139,0.014997377
soft,-0.311638197,0.01462926
soft,-0.311725864,0.014258191
soft,-0.314430035,0.014992144
soft,-0.313058156,0.014577688
soft,-0.309821222,0.01490027
soft,-0.312484019,0.014760515
soft,-0.314028647,0.014944335
soft,-0.312682874,0.014756984
soft,-0.314242292,0.015031095
soft,-0.313622834,0.014935228
soft,-0.312318071,0.014554665
soft,-0.308602785,0.014817413
soft,-0.308964423,0.014832467
soft,-0.311025888,0.014075918
soft,-0.313016226,0.015075307
soft,-0.313047264,0.01505772
soft,-0.311129688,0.014975784
soft,-0.31209994,0.014558172
soft,-0.309101219,0.015098285
soft,-0.312666837,0.014458181
soft,-0.312551711,0.015093007
soft,-0.310683981,0.014576565
soft,-0.312994123,0.014508655
soft,-0.31789941,0.018325481
soft,-0.306699174,0.015065706
soft,-0.313190029,0.014703656
soft,-0.30600065,0.014809826
soft,-0.303545621,0.01556246
soft,-0.316781622,0.017970003
soft,-0.311182285,0.014955995
soft,-0.313875496,0.014760156
soft,-0.313459829,0.014505148
soft,-0.306166909,0.015312649
soft,-0.310175513,0.014523057
soft,-0.308210024,0.01423098
soft,-0.310245229,0.014700808
soft,-0.307284089,0.014719673
soft,-0.306507253,0.014025856
soft,-0.308990943,0.015037532
soft,-0.307431414,0.014993547
soft,-0.308637646,0.013875398
soft,-0.309286166,0.014681413
soft,-0.308311984,0.014866254
soft,-0.312284694,0.014348916
soft,-0.306236466,0.014973216
soft,-0.306951816,0.015157305
soft,-0.312777974,0.014570407
soft,-0.306113129,0.013826158
soft,-0.311201755,0.014165041
soft,-0.309824652,0.014565847
soft,-0.314181251,0.015263311
soft,-0.313392115,0.014670311
soft,-0.308976563,0.014756211
soft,-0.309772984,0.014761241
soft,-0.313884584,0.017952155
soft,-0.311364258,0.014095313
soft,-0.302830204,0.01512184
soft,-0.313555418,0.014809506
soft,-0.308662864,0.015685523
soft,-0.312678427,0.014661974
soft,-0.311963178,0.014578525
soft,-0.30569486,0.015753266
soft,-0.311196021,0.015069456
soft,-0.311045069,0.014295409
soft,-0.313530785,0.015144938
soft,-0.314637412,0.015120749
soft,-0.306755684,0.015143319
soft,-0.312672068,0.014567235
soft,-0.311049005,0.014010055
soft,-0.306236888,0.013961902
soft,-0.318776388,0.017074995
soft,-0.307547672,0.014042605
soft,-0.311026038,0.015189754
soft,-0.313521489,0.014871784
soft,-0.307895251,0.015121101
soft,-0.309846197,0.015060825
soft,-0.310621785,0.014611593
soft,-0.318589884,0.018332168
soft,-0.309794321,0.014767357
soft,-0.313436576,0.015131507
soft,-0.31372439,0.014722707
soft,-0.310385541,0.01466102
soft,-0.317458766,0.017762641
soft,-0.308033134,0.014702882
soft,-0.312103756,0.014538925
soft,-0.314014588,0.015157992
soft,-0.311948393,0.014742097
soft,-0.30463626,0.015174891
soft,-0.307332145,0.015279216
soft,-0.309749664,0.0142697
soft,-0.31435543,0.015008415
soft,-0.310547592,0.014555026
soft,-0.314116365,0.014971087
soft,-0.309160764,0.015176578
soft,-0.31411766,0.01488863
soft,-0.313975372,0.014907749
soft,-0.312969274,0.014848122
soft,-0.313310753,0.014852366
soft,-0.31044158,0.018440318
soft,-0.311473554,0.014698747
soft,-0.312394726,0.014536391
soft,-0.315921143,0.014554882
soft,-0.31079271,0.014091249
soft,-0.31284302,0.014943274
soft,-0.30800661,0.014269568
soft,-0.310272424,0.014586961
soft,-0.316504298,0.01859707
soft,-0.311167586,0.014960209
soft,-0.308341237,0.018821562
soft,-0.308689034,0.014775629
soft,-0.304920648,0.01546315
soft,-0.310065692,0.014881869
soft,-0.309219949,0.015014465
