regime,sigma.sq
soft,0.00367267
soft,0.00376603
soft,0.00198387
soft,0.00197763
soft,0.00366749
soft,0.0019926
soft,0.00339471
soft,0.00377165
soft,0.00376603
soft,0.00311642
soft,0.0041336
soft,0.0019926
soft,0.00376603
soft,0.00366749
soft,0.00184381
soft,0.00181128
soft,0.00366749
soft,0.00310404
soft,0.00199659
soft,0.00310404
soft,0.00376603
soft,0.00376603
soft,0.00376603
soft,0.00197277
soft,0.0041336
soft,0.00311642
soft,0.00401701
soft,0.00335131
soft,0.00400616
soft,0.00325022
soft,0.00197277
soft,0.00401701
soft,0.00376603
soft,0.00368495
soft,0.00377165
soft,0.00195087
soft,0.00195087
soft,0.00325022
soft,0.00329192
soft,0.00311642
soft,0.00366749
soft,0.00310404
soft,0.0053727
soft,0.00181128
soft,0.00376603
soft,0.00401701
soft,0.00310404
soft,0.00382794
soft,0.00376603
soft,0.00400616
soft,0.00311642
soft,0.00182263
soft,0.00195087
soft,0.00310404
soft,0.00183194
soft,0.00400616
soft,0.00376603
soft,0.00376603
soft,0.00310404
soft,0.00183823
soft,0.00377165
soft,0.00376603
soft,0.00401701
soft,0.00183112
soft,0.00377165
soft,0.00182452
soft,0.00400616
soft,0.00376603
soft,0.00376603
soft,0.00310404
soft,0.00311642
soft,0.0041436
soft,0.00376603
soft,0.00366749
soft,0.00311642
soft,0.00325022
soft,0.00311642
soft,0.00310404
soft,0.00325022
soft,0.00183112
soft,0.00181868
soft,0.00325022
soft,0.00376603
soft,0.00311642
soft,0.00311642
soft,0.00311642
soft,0.00401701
soft,0.00197277
soft,0.00344698
soft,0.00376603
soft,0.00376603
soft,0.00366749
soft,0.00104974
soft,0.00366749
soft,0.00401701
soft,0.00366749
soft,0.00376603
soft,0.00366749
soft,0.00366749
soft,0.00195087
soft,0.00367267
soft,0.00376603
soft,0.00325022
soft,0.00400616
soft,0.00377165
soft,0.00377165
soft,0.00401701
soft,0.00380003
soft,0.00400616
soft,0.00655976
soft,0.00311642
soft,0.00311642
soft,0.00197035
soft,0.00310404
soft,0.00325022
soft,0.00401701
soft,0.00374444
soft,0.00404574
soft,0.00195087
soft,0.00183194
soft,0.00199659
soft,0.00376603
soft,0.00376603
soft,0.00376603
soft,0.00377165
soft,0.00401701
soft,0.00376603
soft,0.00366749
soft,0.00184381
soft,0.00310404
soft,0.00400616
soft,0.00376603
soft,0.00376603
soft,0.00376603
soft,0.00376603
soft,0.00376603
soft,0.00311642
soft,0.00401701
soft,0.00377165
soft,0.00376603
soft,0.00366749
soft,0.00376603
soft,0.00376603
soft,0.00367267
soft,0.0041336
soft,0.00311642
soft,0.00414894
soft,0.00195087
soft,0.00310404
soft,0.00367267
soft,0.00195642
soft,0.00401701
soft,0.00311642
soft,0.00376603
soft,0.00285761
soft,0.00376603
soft,0.00366749
soft,0.00310404
soft,0.00366749
soft,0.00376603
soft,0.00311642
soft,0.00376603
soft,0.00366749
soft,0.0018479
soft,0.00401701
soft,0.00401701
soft,0.00376603
soft,0.00376603
soft,0.00195087
soft,0.00198092
soft,0.00376603
soft,0.00182739
soft,0.00311642
soft,0.00366749
soft,0.00376603
soft,0.00367267
soft,0.00366749
soft,0.00199056
soft,0.00311642
soft,0.00401701
soft,0.00367267
soft,0.00183194
soft,0.0018479
soft,0.00390227
soft,0.00376603
soft,0.00311642
soft,0.00311642
soft,0.0041336
soft,0.00195087
soft,0.00311642
soft,0.00377165
soft,0.00376603
soft,0.00376603
soft,0.00185057
soft,0.00311642
soft,0.00366749
soft,0.00183194
soft,0.00311642
soft,0.00310404
soft,0.00310404
soft,0.00400616
soft,0.00196438
soft,0.00401701
soft,0.00376603
soft,0.00376603
soft,0.00310404
soft,0.00376603
soft,0.00198092
soft,0.00377165
soft,0.00395251
soft,0.00197763
soft,0.00376603
soft,0.00366749
soft,0.00311642
soft,0.00376603
soft,0.00310404
soft,0.00366749
soft,0.00376603
soft,0.00367267
soft,0.00311642
soft,0.00197277
soft,0.00366749
soft,0.00311642
soft,0.00377165
soft,0.00198092
soft,0.00400616
soft,0.00376603
soft,0.00366749
soft,0.00377165
soft,0.00311642
soft,0.00376603
soft,0.00376603
soft,0.00376603
soft,0.00311642
soft,0.00377165
soft,0.00311642
soft,0.00377165
soft,0.00376603
soft,0.00395251
soft,0.00311642
soft,0.00199659
soft,0.00335586
soft,0.00377165
soft,0.00366749
soft,0.00366749
soft,0.00182263
soft,0.00367267
soft,0.00197772
soft,0.00310404
soft,0.00182739
soft,0.00400616
soft,0.00367267
soft,0.00376603
soft,0.00367267
soft,0.00366749
soft,0.00376603
soft,0.00377165
soft,0.00376603
soft,0.00376603
soft,0.00366749
soft,0.0041336
soft,0.00376603
soft,0.00366749
soft,0.00398401
soft,0.00377165
soft,0.00182739
soft,0.00310404
soft,0.0019926
soft,0.00195451
soft,0.00311642
soft,0.00199659
soft,0.00366749
soft,0.0041436
soft,0.00310404
soft,0.00195087
soft,0.00325022
soft,0.00195087
soft,0.00310404
soft,0.00366749
soft,0.00376603
soft,0.00376603
soft,0.00311642
soft,0.00197763
soft,0.00311642
soft,0.00366749
soft,0.00400616
soft,0.0019926
soft,0.00366749
soft,0.00376603
soft,0.00195087
soft,0.00310404
soft,0.00377165
soft,0.00376603
soft,0.0041336
soft,0.00376603
soft,0.00311642
soft,0.00401701
soft,0.00311642
soft,0.00368495
soft,0.00199659
soft,0.00400616
soft,0.00311642
soft,0.00376603
soft,0.00376603
soft,0.00377165
soft,0.00310404
soft,0.0019926
soft,0.00197763
soft,0.00366749
soft,0.00376603
soft,0.00349203
soft,0.00375533
soft,0.00366749
soft,0.00181868
soft,0.00376603
soft,0.00376603
soft,0.00197035
soft,0.00377165
soft,0.00376603
soft,0.00185057
soft,0.00400616
soft,0.00310404
soft,0.00311642
soft,0.00366749
soft,0.00376603
soft,0.00376603
soft,0.00197277
soft,0.00197277
soft,0.00310404
soft,0.00376603
soft,0.00366749
soft,0.00376603
soft,0.00197277
soft,0.00376603
soft,0.00195087
soft,0.00311642
soft,0.00376603
soft,0.00181868
soft,0.00366749
soft,0.00366749
soft,0.00182739
soft,0.00311642
soft,0.00310404
soft,0.00366749
soft,0.00182452
soft,0.00197277
soft,0.00310404
soft,0.00376603
soft,0.00197763
soft,0.00366749
soft,0.00199056
soft,0.00376603
soft,0.00182739
soft,0.00195087
soft,0.00376603
